timestamp,name,msg.value,Type,msg.sender,msg.tick,msg.type,msg.toString(),msg.id,,
2017-04-11 21:43:13.117,babyharv,Pls guys help me out pls,1,null,20026,2,MessageNode@4c87c8a1,239,,
2017-04-11 21:43:54.982,babyharv,Hello pls someone ,1,null,22058,2,MessageNode@56f7e825,336,,
2017-04-11 21:44:53.214,babyharv,Mr wolf ,1,null,24900,2,MessageNode@554d993c,450,,
2017-04-11 21:45:08.485,babyharv,Hello my wolf,1,null,25635,2,MessageNode@30a62b17,476,,
2017-04-11 21:45:20.581,babyharv,Help me ,1,null,26152,2,MessageNode@53af4c25,495,,
2017-04-11 21:45:31.466,babyharv,Help ,1,null,26697,2,MessageNode@c8a7961,520,,
2017-04-11 21:45:44.851,babyharv,Lrts go on a walk and we can talk ,1,null,27367,2,MessageNode@481fbe93,546,,
2017-04-11 21:46:04.169,babyharv,Ye,1,null,28335,2,MessageNode@3a0b5d8d,591,,
2017-04-11 21:46:50.809,babyharv,Basicly im poor and i got scammed im only 11  trying to do my best at this game ,1,null,30664,2,MessageNode@42a6188c,670,,
2017-04-11 21:47:02.357,babyharv,Pls help me out with a little gp,1,null,31241,2,MessageNode@6941548d,696,,
2017-04-11 21:47:24.688,babyharv,Well what sir,1,null,32358,2,MessageNode@56f7e825,728,,
2017-04-11 21:47:40.372,babyharv,Ill show u all i got ,1,null,33142,2,MessageNode@7e330d1f,745,,
2017-04-11 21:48:05.694,babyharv,Thankyou mate ,1,null,34408,2,MessageNode@923d1a0,775,,
2017-04-11 21:48:14.71,babyharv,Xx,1,null,34859,2,MessageNode@7defe747,788,,
2017-04-11 21:48:46.626,babyharv,Thanks again my friend,1,null,36455,2,MessageNode@56f7e825,828,,
2017-04-11 21:48:59.309,babyharv,Means alot ,1,null,37089,2,MessageNode@2ad84620,845,,
2017-04-11 21:49:12.466,babyharv,On what bro,1,null,37750,2,MessageNode@5700cecb,868,,
2017-04-11 21:49:39.003,babyharv,U got my dream wepon mr wolf ,1,null,39057,2,MessageNode@2ba11a59,909,,
2017-04-11 22:01:44.549,babyharv,Pvm ,1,null,75217,2,MessageNode@4acc2f40,1096,,
2017-04-11 22:01:58.986,babyharv,Pvm si6 ?? ,1,null,75940,2,MessageNode@2bdfb27d,1120,,
2017-04-11 22:02:35.782,babyharv,Bro can i talk to u,1,null,77777,2,MessageNode@45077649,1200,,
2017-04-11 22:03:37.72,babyharv,Bro can we talk pls,1,null,80876,2,MessageNode@d953008,1321,,
2017-04-11 22:04:00.063,babyharv,Exuse me naaaaaahh,1,null,81991,2,MessageNode@3c7e19d8,1366,,
2017-04-11 22:04:18.642,babyharv,Can we talk ,1,null,82922,2,MessageNode@4db1024e,1409,,
2017-04-11 22:04:56.011,babyharv,Its awks to ask but i used to be level 40 untill some idiot hacked me im 11 year,1,null,84780,2,MessageNode@7423fccf,1490,,
2017-04-11 21:49:02.893,BigÂ Chief66,100,1,null,37269,2,MessageNode@36071952,853,,
2017-04-11 20:56:49.499,Biggie 69,Thats what ur askin for,1,null,12066,2,MessageNode@1220918c,534,,
2017-04-11 20:56:56.249,Biggie 69,?,1,null,12176,2,MessageNode@7225118d,549,,
2017-04-11 20:57:32.531,Biggie 69,?,1,null,13588,2,MessageNode@7c95051e,641,,
2017-04-11 21:45:42.393,BigPapi14,Give me 80,1,null,27245,2,MessageNode@5f1838ae,539,,
2017-04-11 20:57:31.274,BobÂ bot,Buying bond 2.7m,1,null,13528,2,MessageNode@e10447b,635,,
2017-04-11 20:57:38.58,BobÂ bot,Buying bond 2.7,1,null,13891,2,MessageNode@2ef49508,658,,
2017-04-11 20:57:59.769,BobÂ bot,Buying bond,1,null,14952,2,MessageNode@220c54d2,707,,
2017-04-11 20:58:43.034,BobÂ bot,Buying bond 2.8m,1,null,16355,2,MessageNode@2ef49508,789,,
2017-04-11 20:59:19.296,BobÂ bot,Buying bond 2.8m,1,null,17984,2,MessageNode@5d0c4a0d,862,,
2017-04-11 21:00:40.798,BobÂ bot,Buying bond 2.85m,1,null,21420,2,MessageNode@2ef49508,1036,,
2017-04-11 21:01:18.304,BobÂ bot,Buying bond,1,null,23139,2,MessageNode@4ca826,1106,,
2017-04-11 21:01:40.148,BobÂ bot,Buying bond,1,null,24231,2,MessageNode@3e9c99a3,1155,,
2017-04-11 21:03:27.111,BobÂ bot,Buying bond 2.85m,1,null,28615,2,MessageNode@4e65c5b7,1388,,
2017-04-11 21:05:33.354,BobÂ bot,Buying bond 2.85m,1,null,33982,2,MessageNode@1cb1630a,1644,,
2017-04-11 21:06:12.968,BobÂ bot,Buying bond 2.9m,1,null,35447,2,MessageNode@37651e9b,1707,,
2017-04-11 21:06:26.181,BobÂ bot,Bond bought 2.8m,1,null,36110,2,MessageNode@79563172,1729,,
2017-04-11 21:06:58.738,BobÂ bot,Bonds buy in g/e at 2.8m,1,null,37737,2,MessageNode@f59e024,1791,,
2017-04-11 20:53:32.294,brooktrout4,Burnt meat anyone?,1,null,4121,2,MessageNode@78998bd2,129,,
2017-04-11 20:55:51.5,buttpuns,Omg,1,null,9846,2,MessageNode@f59e024,408,,
2017-04-11 21:40:24.701,buttpuns,U look good girl,1,null,11882,2,MessageNode@75284124,306,,
2017-04-11 21:40:38.25,buttpuns,No prob,1,null,12534,2,MessageNode@6f25214a,332,,
2017-04-11 21:43:50.162,buttpuns,Noob,1,null,21837,2,MessageNode@25bfc77f,325,,
2017-04-11 21:55:09.007,buttpuns,I want wwweeed,1,null,55444,2,MessageNode@6cd77aa7,436,,
2017-04-11 21:59:34.475,buttpuns,Oh hi,1,null,68714,2,MessageNode@544c1a61,871,,
2017-04-11 21:59:38.748,buttpuns,Are u following meh,1,null,68928,2,MessageNode@4bfeb06e,880,,
2017-04-11 21:37:22.032,Byze,No,1,null,3002,2,MessageNode@5a73e883,35,,
2017-04-11 21:42:00.705,Byze,2900k?,1,null,16476,2,MessageNode@403aaa6c,76,,
2017-04-11 21:42:35.89,Byze,Lol,1,null,18209,2,MessageNode@44b20b16,151,,
2017-04-11 22:00:07.228,Caarmex,Sell cowhides plz 10k,1,null,70351,2,MessageNode@73213242,925,,
2017-04-11 21:39:30.61,Cameli,Pretty tired,1,null,9263,2,MessageNode@7d82cbb0,224,,
2017-04-11 21:40:13.299,Cameli,Ikr :D,1,null,11326,2,MessageNode@22f29c9,291,,
2017-04-11 21:40:34.501,Cameli,Camel!,1,null,12362,2,MessageNode@3c1d25df,325,,
2017-04-11 21:40:54.655,Cameli,Yus,1,null,13321,2,MessageNode@3a980609,363,,
2017-04-11 21:41:10.985,Cameli,I just lost 1m to them,1,null,14120,2,MessageNode@59e4a9de,389,,
2017-04-11 21:41:38.561,Cameli,Im really exhausted ,1,null,15409,2,MessageNode@2ad84620,28,,
2017-04-11 21:41:44.305,Cameli,Didnt rest well whole weekend,1,null,15697,2,MessageNode@425bc8d3,40,,
2017-04-11 21:42:07.566,Cameli,Should sleep more than 5-6 hours,1,null,16812,2,MessageNode@7fc44425,88,,
2017-04-11 21:42:22.159,Cameli,Last weekend i moved to my own place,1,null,17534,2,MessageNode@54ce2113,119,,
2017-04-11 21:43:15.578,Cameli,Anchor lol,1,null,20148,2,MessageNode@38a67aa4,245,,
2017-04-11 21:44:10.082,Cameli,Sry im vegan,1,null,22751,2,MessageNode@36071952,367,,
2017-04-11 21:44:17.383,Cameli,I dont eat flesh,1,null,23111,2,MessageNode@5cac19e2,378,,
2017-04-11 21:44:38.691,Cameli,Idd,1,null,24175,2,MessageNode@20a32690,422,,
2017-04-11 21:45:20.535,Cameli,Then i could have bite of you,1,null,26152,2,MessageNode@3db108ea,492,,
2017-04-11 21:45:31.452,Cameli,50k?,1,null,26697,2,MessageNode@68527e49,518,,
2017-04-11 21:45:49.039,Cameli,Hold on,1,null,27576,2,MessageNode@4224f14d,558,,
2017-04-11 21:46:00.556,Cameli,Im not looking for a hooker ,1,null,28153,2,MessageNode@5c981f15,583,,
2017-04-11 21:46:15.225,Cameli,:/,1,null,28886,2,MessageNode@b3ce2fd,611,,
2017-04-11 21:46:24.801,Cameli,Beggers everywhere,1,null,29364,2,MessageNode@425bc8d3,627,,
2017-04-11 21:46:27.941,Cameli,And gf's are hoes,1,null,29521,2,MessageNode@13d53950,631,,
2017-04-11 21:46:38.704,Cameli,I miss the days when gfs were real deal,1,null,30059,2,MessageNode@58971a38,644,,
2017-04-11 21:47:13.201,Cameli,I like 13 year old boys,1,null,31784,2,MessageNode@554d993c,711,,
2017-04-11 21:47:43.969,Cameli,There is filter u can manually turn on and off i guess,1,null,33323,2,MessageNode@36071952,751,,
2017-04-11 21:48:17.733,Cameli,I won some range stakes last week,1,null,35011,2,MessageNode@e7e3711,791,,
2017-04-11 21:49:26.927,Cameli,Haha,1,null,38456,2,MessageNode@403aaa6c,887,,
2017-04-11 21:49:46.842,Cameli,I think they little bit overshot it,1,null,39449,2,MessageNode@2f8ad46c,926,,
2017-04-11 21:49:56.504,Cameli,Added too much new stuff,1,null,39932,2,MessageNode@3a0b5d8d,941,,
2017-04-11 21:51:00.34,Cameli,I played rs 3 for while,1,null,43071,2,MessageNode@ed5a27e,49,,
2017-04-11 21:51:07.498,Cameli,Its not that bad but its not for pvp anymore,1,null,43432,2,MessageNode@45077649,60,,
2017-04-11 21:51:50.827,Cameli,Yeah,1,null,45596,2,MessageNode@68e3b,129,,
2017-04-11 21:51:56.852,Cameli,Sucks,1,null,45898,2,MessageNode@56bd0f69,140,,
2017-04-11 21:52:19.12,Cameli,Yep,1,null,47006,2,MessageNode@5862240e,173,,
2017-04-11 21:52:25.756,Cameli,Im hungry,1,null,47338,2,MessageNode@14a1b27a,188,,
2017-04-11 21:52:31.24,Cameli,I should make some food and then rest,1,null,47612,2,MessageNode@7178e436,198,,
2017-04-11 21:52:44.641,Cameli,Finally my own fridge,1,null,48277,2,MessageNode@43a1a497,223,,
2017-04-11 21:38:17.519,CheezWiz,Yo,1,null,5688,2,MessageNode@56882e0,112,,
2017-04-11 21:38:24.203,CheezWiz,Rip club penguin,1,null,6021,2,MessageNode@3802df22,124,,
2017-04-11 21:39:04.923,CheezWiz,Rest in peace club penguin,1,null,8036,2,MessageNode@74945a69,186,,
2017-04-11 21:39:05.656,CheezWiz,F,1,null,8067,2,MessageNode@34ad911d,187,,
2017-04-11 20:59:08.351,chemcookie,Why wear addy when you can level up for rune,1,null,17438,2,MessageNode@452560ae,840,,
2017-04-11 20:59:52.825,chemcookie,Haha give me a sec,1,null,19472,2,MessageNode@ba361f1,938,,
2017-04-11 21:04:15.021,chemcookie,Maybe I should change my hair colour,1,null,30433,2,MessageNode@1961b26,1481,,
2017-04-11 21:05:09.73,chemcookie,Follow me,1,null,32992,2,MessageNode@b38392d,1593,,
2017-04-11 22:03:43.142,chemcookie,Made anything?,1,null,81147,2,MessageNode@152691bd,1331,,
2017-04-11 22:03:58.192,chemcookie,Shake that ass,1,null,81900,2,MessageNode@135ac02f,1359,,
2017-04-11 20:52:30.322,chewws,Can i try ?,1,null,1933,2,MessageNode@4fb738e1,18,,
2017-04-11 20:52:51.348,chewws,15,1,null,2983,2,MessageNode@f59e024,45,,
2017-04-11 20:53:09.567,chewws,Rip,1,null,3463,2,MessageNode@75be1bea,84,,
2017-04-11 20:53:25.274,chewws,Purple ha,1,null,3951,2,MessageNode@7d48cf47,117,,
2017-04-11 20:53:26.407,chewws,T,1,null,3970,2,MessageNode@5837a279,121,,
2017-04-11 20:54:00.604,chewws,Ill give it a go,1,null,5126,2,MessageNode@a4c5bb2,185,,
2017-04-11 20:54:34.444,chewws,So what numbers are left,1,null,6812,2,MessageNode@3ecb8d87,245,,
2017-04-11 20:54:39.778,chewws,Or picked,1,null,7080,2,MessageNode@6d5b3475,256,,
2017-04-11 20:54:58.788,chewws,9,1,null,7601,2,MessageNode@138dec26,290,,
2017-04-11 20:55:05.199,chewws,27,1,null,7811,2,MessageNode@477138b8,306,,
2017-04-11 20:55:29.408,chewws,:(,1,null,8754,2,MessageNode@5837a279,355,,
2017-04-11 20:56:02.35,chewws,Rip,1,null,10385,2,MessageNode@6480c076,429,,
2017-04-11 20:56:12.115,chewws,Well im broke xd,1,null,10874,2,MessageNode@75be1bea,451,,
2017-04-11 20:56:23.838,chewws,Can i try again with p hat ?,1,null,11337,2,MessageNode@11578489,473,,
2017-04-11 20:56:43.32,chewws,17,1,null,11906,2,MessageNode@6c6b05a7,518,,
2017-04-11 20:57:06.984,chewws,W0t,1,null,12466,2,MessageNode@452560ae,575,,
2017-04-11 20:57:17.347,chewws,Again ?,1,null,12826,2,MessageNode@6f9a7b26,593,,
2017-04-11 20:58:34.612,chewws,Xd,1,null,16105,2,MessageNode@18f32611,771,,
2017-04-11 20:58:51.469,chewws,Which numbers,1,null,16585,2,MessageNode@1e036807,808,,
2017-04-11 20:59:04.737,chewws,5,1,null,17257,2,MessageNode@553db47d,829,,
2017-04-11 20:59:21.729,chewws,26,1,null,18106,2,MessageNode@70041467,869,,
2017-04-11 20:59:40.021,chewws,Rip,1,null,19018,2,MessageNode@479a316,901,,
2017-04-11 21:02:48.235,chewws,Um,1,null,26671,2,MessageNode@56d5a2b8,1302,,
2017-04-11 21:02:56.721,chewws,Give me 20k xd ?,1,null,27096,2,MessageNode@a4c5bb2,1316,,
2017-04-11 21:03:14.962,chewws,Well enjoy report,1,null,28007,2,MessageNode@bc17649,1362,,
2017-04-11 21:03:30.019,chewws,Lollol,1,null,28760,2,MessageNode@7c95051e,1392,,
2017-04-11 21:03:36.704,chewws,How to lose 10k,1,null,29095,2,MessageNode@2ef49508,1405,,
2017-04-11 21:40:09.036,Chonched,Thx,1,null,11120,2,MessageNode@3f753aa9,282,,
2017-04-11 21:37:12.972,Chore_Master,How u get all ur gp?,1,null,2560,2,MessageNode@7bf571e7,24,,
2017-04-11 21:37:38.888,Chore_Master,Well shit lol,1,null,3762,2,MessageNode@1b23a1ef,55,,
2017-04-11 21:38:01.181,Chore_Master,Im wanna be a mem so bad but dont have the irl money for it ahaha,1,null,4873,2,MessageNode@59927cf2,82,,
2017-04-11 21:38:36.911,Chore_Master,Yeah just had to fix my car lol soo im broke for a bit)L,1,null,6656,2,MessageNode@9f67276,140,,
2017-04-11 21:38:38.914,Chore_Master,):,1,null,6749,2,MessageNode@2adc995d,144,,
2017-04-11 21:39:00.168,Chore_Master,Oh yeah lol sooo looks like im f2p for a bit ahah,1,null,7796,2,MessageNode@5a73e883,177,,
2017-04-11 21:39:31.192,Chore_Master,Oh well lol u got any tips for range in f2p?,1,null,9290,2,MessageNode@5e80c6cf,225,,
2017-04-11 21:39:57.352,Chore_Master,Aight cool cool ty,1,null,10553,2,MessageNode@9f67276,260,,
2017-04-11 21:40:10.727,Chore_Master,Where they at?,1,null,11204,2,MessageNode@7bf571e7,287,,
2017-04-11 21:40:28.96,Chore_Master,Aight word,1,null,12095,2,MessageNode@64d9dae5,316,,
2017-04-11 21:59:01.78,chucktrout,"Performing satanic rutuals, 100gp/curse",1,null,67079,2,MessageNode@6164bac9,825,,
2017-04-11 21:59:55.694,chucktrout,Selling voodoo rituals,1,null,69776,2,MessageNode@2744e055,906,,
2017-04-11 20:56:48.8,Ciaknorisas,Biggie,1,null,12056,2,MessageNode@7e532bb3,529,,
2017-04-11 20:56:56.209,Ciaknorisas,Biggie,1,null,12176,2,MessageNode@2b0c5b11,548,,
2017-04-11 20:57:26.984,Ciaknorisas,Zdarova,1,null,13313,2,MessageNode@37f6f52b,625,,
2017-04-11 20:59:00.552,Ciaknorisas,You like it ?,1,null,17047,2,MessageNode@722b3112,821,,
2017-04-11 20:59:16.956,Ciaknorisas,Ka tu ?,1,null,17864,2,MessageNode@db0b41a,856,,
2017-04-11 20:59:40.608,Ciaknorisas,Bl ziuriu,1,null,19047,2,MessageNode@7271aa42,907,,
2017-04-11 20:59:45.703,Ciaknorisas,Skilint megsti,1,null,19242,2,MessageNode@5654f0a8,921,,
2017-04-11 20:59:48.493,Ciaknorisas,Meksti,1,null,19342,2,MessageNode@6d645881,922,,
2017-04-11 20:59:51.511,Ciaknorisas,70 farming,1,null,19432,2,MessageNode@138dec26,932,,
2017-04-11 21:00:04.824,Ciaknorisas,Pats chujoviausias skillas,1,null,19949,2,MessageNode@14a2d296,965,,
2017-04-11 21:00:07.231,Ciaknorisas,Bent man,1,null,20061,2,MessageNode@452560ae,967,,
2017-04-11 21:00:21.989,Ciaknorisas,Tada jo,1,null,20704,2,MessageNode@7d48cf47,996,,
2017-04-11 21:00:29.927,Ciaknorisas,Turiu 1mil,1,null,21024,2,MessageNode@18f32611,1017,,
2017-04-11 21:00:34.633,Ciaknorisas,Ir tai members object nx,1,null,21220,2,MessageNode@19ecd94d,1022,,
2017-04-11 21:00:35.285,Ciaknorisas,:D,1,null,21240,2,MessageNode@3e9c99a3,1023,,
2017-04-11 21:00:42.631,Ciaknorisas,Saibu kortoj nera,1,null,21490,2,MessageNode@15843e7e,1038,,
2017-04-11 21:00:46.796,Ciaknorisas,Tuoj dota matcha eisiu cj,1,null,21610,2,MessageNode@1220918c,1047,,
2017-04-11 21:01:20.178,Ciaknorisas,Tuoj grysiu pazesiu as ta dobuleri,1,null,23231,2,MessageNode@11578489,1112,,
2017-04-11 22:00:10.807,Ciaknorisas,?,1,null,70531,2,MessageNode@20debf93,932,,
2017-04-11 22:00:20.499,Ciaknorisas,?,1,null,71015,2,MessageNode@6cd77aa7,948,,
2017-04-11 20:53:55.515,COATESYBEN,Double me,1,null,4861,2,MessageNode@138dec26,169,,
2017-04-11 20:59:31.459,coolflame63,Bond is 3m,1,null,18592,2,MessageNode@48e173c3,883,,
2017-04-11 20:59:40.056,coolflame63,Yes,1,null,19018,2,MessageNode@3e9c99a3,903,,
2017-04-11 20:59:55.149,coolflame63,Yeah price fluctuates,1,null,19550,2,MessageNode@51b2bf2d,941,,
